Utilisateur,Methode,Densite,Taille,Num cbile,Temps,Correct
1,Normal,90,6,20,"1,96830439567566",1
1,Normal,90,6,21,"2,93680787086487",1
1,Normal,90,6,22,"5,20456957817078",1
1,Normal,90,6,23,"4,79575777053833",1
1,Normal,90,6,24,"1,48401832580566",1
1,Normal,90,6,25,"2,96488070487976",0
1,Normal,90,6,25,"3,62098908424377",1
1,Normal,90,6,26,"4,81136226654053",1
1,Normal,90,6,27,"3,63976812362671",1
1,Normal,90,6,28,"2,5150465965271",1
1,Normal,90,6,29,"1,87454867362976",1
1,Normal,90,6,30,"2,64000296592712",1
1,Rope,90,6,1,"2,57754039764404",1
1,Rope,90,6,2,"3,2648401260376",1
1,Rope,90,6,3,"6,2329363822937",1
1,Rope,90,6,4,"2,88992619514465",1
1,Rope,90,6,5,"6,38913559913635",1
1,Rope,90,6,6,"6,77966237068176",1
1,Rope,90,6,7,"2,20259141921997",1
1,Rope,90,6,8,"3,10866117477417",1
1,Rope,90,6,9,"1,67147469520569",1
1,Rope,90,6,10,"3,23360776901245",1
1,Rope,90,6,11,"3,15552282333374",1
1,Rope,90,6,12,"1,03099465370178",1
1,Rope,90,6,13,"5,03007030487061",1
1,Rope,90,6,14,"3,7960102558136",1
1,Rope,90,6,15,"2,85867595672607",1
1,Rope,90,6,16,"1,92142605781555",1
1,Rope,90,6,17,"3,56166815757751",1
1,Rope,90,6,18,"3,87408590316772",0
1,Rope,90,6,18,"4,35835742950439",1
1,Rope,90,6,19,"2,96804261207581",0
1,Rope,90,6,19,"3,51482653617859",1
1,Rope,90,6,20,"1,10907888412476",1
1,Rope,90,6,21,"1,76520895957947",1
1,Rope,90,6,22,"5,03007173538208",1
1,Rope,90,6,23,"6,21731233596802",1
1,Rope,90,6,24,"1,98388671875",1
1,Rope,90,6,25,"4,40521717071533",1
1,Rope,90,6,26,"4,09278869628906",0
1,Rope,90,6,26,"4,4677004814148",1
1,Rope,90,6,27,"1,35906910896301",1
1,Rope,90,6,28,"2,21821713447571",1
1,Rope,90,6,29,"2,92119669914246",1
1,Rope,90,6,30,"3,51479339599609",1
1,Bubble,30,18,1,"0,859179973602295",1
1,Bubble,30,18,2,"0,796681642532349",1
1,Bubble,30,18,3,"0,718580961227417",1
1,Bubble,30,18,4,"0,890429019927979",1
1,Bubble,30,18,5,"0,984134197235107",1
1,Bubble,30,18,6,"0,796684503555298",1
1,Bubble,30,18,7,"0,718591213226318",1
1,Bubble,30,18,8,"0,76543927192688",1
1,Bubble,30,18,9,"1,65589952468872",1
1,Bubble,30,18,10,"0,827911615371704",1
1,Bubble,30,18,11,"0,796665191650391",1
1,Bubble,30,18,12,"1,06226468086243",1
1,Bubble,30,18,13,"0,921647071838379",1
1,Bubble,30,18,14,"1,10911679267883",1
1,Bubble,30,18,15,"0,984140634536743",1
1,Bubble,30,18,16,"0,812311887741089",1
1,Bubble,30,18,17,"1,10911273956299",1
1,Bubble,30,18,18,"1,0466320514679",1
1,Bubble,30,18,19,"0,765441179275513",1
1,Bubble,30,18,20,"0,843592643737793",1
1,Bubble,30,18,21,"0,999776363372803",1
1,Bubble,30,18,22,"0,999720573425293",1
1,Bubble,30,18,23,"1,40592408180237",1
1,Bubble,30,18,24,"1,04662036895752",1
1,Bubble,30,18,25,"0,874791622161865",1
1,Bubble,30,18,26,"0,734207153320313",1
1,Bubble,30,18,27,"0,84354829788208",1
1,Bubble,30,18,28,"0,765445709228516",1
1,Bubble,30,18,29,"0,979008674621582",1
1,Bubble,30,18,30,"1,3590726852417",1
1,Normal,30,18,1,"1,35904741287231",1
1,Normal,30,18,2,"1,31218481063843",1
1,Normal,30,18,3,"1,24973511695862",1
1,Normal,30,18,4,"1,03098177909851",1
1,Normal,30,18,5,"1,21846222877502",1
1,Normal,30,18,6,"1,29657411575317",1
1,Normal,30,18,7,"0,984166383743286",1
1,Normal,30,18,8,"1,21843814849854",1
1,Normal,30,18,9,"1,015385389328",1
1,Normal,30,18,10,"1,18722939491272",1
1,Normal,30,18,11,"1,18721318244934",1
1,Normal,30,18,12,"0,874811887741089",1
1,Normal,30,18,13,"1,01537275314331",1
1,Normal,30,18,14,"0,843570232391357",1
1,Normal,30,18,15,"1,0466136932373",1
1,Normal,30,18,16,"1,10912537574768",1
1,Normal,30,18,17,"0,968508243560791",1
1,Normal,30,18,18,"1,04664015769959",1
1,Normal,30,18,19,"1,18721318244934",1
1,Normal,30,18,20,"1,10913133621216",1
1,Normal,30,18,21,"1,43715310096741",1
1,Normal,30,18,22,"0,984132051467896",1
1,Normal,30,18,23,"1,0466456413269",1
1,Normal,30,18,24,"1,20283317565918",1
1,Normal,30,18,25,"1,20283794403076",1
1,Normal,30,18,26,"1,1872239112854",1
1,Normal,30,18,27,"1,46840262413025",1
1,Normal,30,18,28,"0,999787092208862",1
1,Normal,30,18,29,"1,15596079826355",1
1,Normal,30,18,30,"0,749821424484253",1
1,Rope,30,18,1,"0,984177589416504",1
1,Rope,30,18,2,"0,734169960021973",1
1,Rope,30,18,3,"0,765442371368408",1
1,Rope,30,18,4,"0,718581199645996",0
1,Rope,30,18,4,"1,18722128868103",1
1,Rope,30,18,5,"0,718584060668945",1
1,Rope,30,18,6,"1,03100538253784",1
1,Rope,30,18,7,"0,781067132949829",1
1,Rope,30,18,8,"0,624861717224121",1
1,Rope,30,18,9,"1,31218409538269",1
1,Rope,30,18,10,"0,843565940856934",1
1,Rope,30,18,11,"0,812298059463501",1
1,Rope,30,18,12,"0,749820947647095",1
1,Rope,30,18,13,"0,734200954437256",1
1,Rope,30,18,14,"0,999772071838379",1
1,Rope,30,18,15,"0,734196901321411",1
1,Rope,30,18,16,"0,812308549880981",0
1,Rope,30,18,16,"1,21846127510071",0
1,Rope,30,18,16,"1,6246178150177",0
1,Rope,30,18,16,"2,42131781578064",1
1,Rope,30,18,17,"0,921678066253662",1
1,Rope,30,18,18,"0,718564033508301",1
1,Rope,30,18,19,"0,76543927192688",1
1,Rope,30,18,20,"1,01537680625916",1
1,Rope,30,18,21,"1,10913777351379",1
1,Rope,30,18,22,"1,60897564888001",1
1,Rope,30,18,23,"1,07789945602417",1
1,Rope,30,18,24,"1,1247398853302",1
1,Rope,30,18,25,"0,95287013053894",1
1,Rope,30,18,26,"0,890416383743286",1
1,Rope,30,18,27,"1,2184853553772",1
1,Rope,30,18,28,"0,890395879745483",1
1,Rope,30,18,29,"0,890414953231812",1
1,Rope,30,18,30,"1,06226420402527",1
1,Bubble,30,6,1,"4,46768999099731",1
1,Bubble,30,6,2,"0,952914476394653",1
1,Bubble,30,6,3,"1,32781744003296",1
1,Bubble,30,6,4,"1,21845698356628",1
1,Bubble,30,6,5,"2,45253896713257",1
1,Bubble,30,6,6,"2,2338490486145",1
1,Bubble,30,6,7,"2,39008951187134",1
1,Bubble,30,6,8,"1,85892844200134",1
1,Bubble,30,6,9,"1,03099799156189",1
1,Bubble,30,6,10,"2,65562534332275",1
1,Bubble,30,6,11,"1,65585970878601",1
1,Bubble,30,6,12,"1,15598034858704",1
1,Bubble,30,6,13,"4,45207929611206",1
1,Bubble,30,6,14,"1,17161297798157",1
1,Bubble,30,6,15,"3,12425947189331",1
1,Bubble,30,6,16,"1,96827912330627",1
1,Bubble,30,6,17,"2,87434220314026",1
1,Bubble,30,6,18,"1,96827340126038",1
1,Bubble,30,6,19,"1,43719053268433",1
1,Bubble,30,6,20,"3,07738637924194",1
1,Bubble,30,6,21,"2,90555572509766",1
1,Bubble,30,6,22,"4,0147340297699",1
1,Bubble,30,6,23,"2,96802449226379",1
1,Bubble,30,6,24,"1,57774066925049",1
1,Bubble,30,6,25,"2,17136073112488",1
1,Bubble,30,6,26,"5,1862781047821",1
1,Bubble,30,6,27,"1,5152759552002",1
1,Bubble,30,6,28,"2,01515316963196",1
1,Bubble,30,6,29,"2,70249128341675",1
1,Bubble,30,6,30,"1,67151379585266",1
1,Normal,30,6,1,"1,7807981967926",0
1,Normal,30,6,1,"2,49939560890198",1
1,Normal,30,6,2,"2,03078079223633",1
1,Normal,30,6,3,"3,03053021430969",1
1,Normal,30,6,4,"1,98392271995544",1
1,Normal,30,6,5,"3,32734179496765",0
1,Normal,30,6,5,"3,99903225898743",1
1,Normal,30,6,6,"1,43715858459473",1
1,Normal,30,6,7,"2,74936532974243",1
1,Normal,30,6,8,"1,90580248832703",1
1,Normal,30,6,9,"2,0932822227478",1
1,Normal,30,6,10,"3,51477289199829",1
1,Normal,30,6,11,"3,04615807533264",1
1,Normal,30,6,12,"2,18701767921448",1
1,Normal,30,6,13,"4,15526056289673",1
1,Normal,30,6,14,"1,31219673156738",1
1,Normal,30,6,15,"2,59311723709106",0
1,Normal,30,6,15,"3,24921369552612",1
1,Normal,30,6,16,"3,17114877700806",1
1,Normal,30,6,17,"3,52228307723999",1
1,Normal,30,6,18,"2,5775511264801",1
1,Normal,30,6,19,"1,73393869400024",0
1,Normal,30,6,19,"2,71809315681458",1
1,Normal,30,6,20,"2,32757878303528",0
1,Normal,30,6,20,"3,04614543914795",1
1,Normal,30,6,21,"3,95219993591309",1
1,Normal,30,6,22,"2,96805119514465",1
1,Normal,30,6,23,"2,7024998664856",1
1,Normal,30,6,24,"2,51502108573914",1
1,Normal,30,6,25,"4,38959717750549",1
1,Normal,30,6,26,"1,60902976989746",1
1,Normal,30,6,27,"2,92115497589111",1
1,Normal,30,6,28,"1,9370493888855",1
1,Normal,30,6,29,"1,85893964767456",1
1,Normal,30,6,30,"2,09325647354126",1
1,Rope,30,6,1,"1,06224656105042",1
1,Rope,30,6,2,"1,95269465446472",1
1,Rope,30,6,3,"3,84283328056335",1
1,Rope,30,6,4,"1,87454748153687",1
1,Rope,30,6,5,"2,07763910293579",1
1,Rope,30,6,6,"1,03101849555969",1
1,Rope,30,6,7,"2,10887241363525",1
1,Rope,30,6,8,"0,890419483184814",1
1,Rope,30,6,9,"0,765464544296265",1
1,Rope,30,6,10,"1,95265364646912",1
1,Rope,30,6,11,"1,35909628868103",1
1,Rope,30,6,12,"1,1403181552887",1
1,Rope,30,6,13,"1,96827483177185",1
1,Rope,30,6,14,"1,17162084579468",1
1,Rope,30,6,15,"1,23409795761108",1
1,Rope,30,6,16,"3,79596471786499",1
1,Rope,30,6,17,"1,32780647277832",1
1,Rope,30,6,18,"3,06180024147034",1
1,Rope,30,6,19,"3,342937707901",1
1,Rope,30,6,20,"1,42155504226685",1
1,Rope,30,6,21,"1,54651260375977",1
1,Rope,30,6,22,"1,49964332580566",1
1,Rope,30,6,23,"2,82748031616211",1
1,Rope,30,6,24,"1,92141437530518",1
1,Rope,30,6,25,"1,51529908180237",1
1,Rope,30,6,26,"1,90578484535217",1
1,Rope,30,6,27,"1,76521134376526",1
1,Rope,30,6,28,"4,96755695343018",1
1,Rope,30,6,29,"1,26532506942749",1
1,Rope,30,6,30,"1,21846723556519",1
