Utilisateur,Methode,Densite,Taille,Num cbile,Temps,Correct
3,Normal,90,18,24,"1,77628993988037",1
3,Normal,90,18,25,"1,93604636192322",1
3,Normal,90,18,26,"1,5040454864502",1
3,Normal,90,18,27,"1,03108787536621",1
3,Normal,90,18,28,"1,03173756599426",1
3,Normal,90,18,29,"1,10626578330994",1
3,Normal,90,18,30,"1,309978723526",1
3,Rope,90,18,1,"1,04167890548706",1
3,Rope,90,18,2,"1,28660011291504",1
3,Rope,90,18,3,"2,82335543632507",1
3,Rope,90,18,4,"1,47205281257629",1
3,Rope,90,18,5,"1,43165040016174",1
3,Rope,90,18,6,"2,18468904495239",1
3,Rope,90,18,7,"1,23944115638733",1
3,Rope,90,18,8,"1,11993074417114",1
3,Rope,90,18,9,"1,28086376190186",1
3,Rope,90,18,10,"1,20717525482178",1
3,Rope,90,18,11,"1,17651844024658",1
3,Rope,90,18,12,"0,815798282623291",1
3,Rope,90,18,13,"0,807712078094482",1
3,Rope,90,18,14,"1,19230937957764",1
3,Rope,90,18,15,"0,840459823608398",1
3,Rope,90,18,16,"1,73478102684021",1
3,Rope,90,18,17,"1,45027041435242",1
3,Rope,90,18,18,"1,4795401096344",1
3,Rope,90,18,19,"1,15119576454163",1
3,Rope,90,18,20,"1,32794857025146",1
3,Rope,90,18,21,"0,967350959777832",1
3,Rope,90,18,22,"1,096755027771",1
3,Rope,90,18,23,"1,07916378974915",1
3,Rope,90,18,24,"1,04817366600037",1
3,Rope,90,18,25,"0,944175720214844",1
3,Rope,90,18,26,"3,05540370941162",1
3,Rope,90,18,27,"1,05677533149719",1
3,Rope,90,18,28,"0,847983837127685",1
3,Rope,90,18,29,"2,77542901039124",1
3,Rope,90,18,30,"1,08865213394165",1
3,Bubble,90,6,1,"5,52937912940979",1
3,Bubble,90,6,2,"2,91877222061157",1
3,Bubble,90,6,3,"2,80024528503418",1
3,Bubble,90,6,4,"2,01721787452698",1
3,Bubble,90,6,5,"2,87914085388184",1
3,Bubble,90,6,6,"1,50386261940002",1
3,Bubble,90,6,7,"3,51266002655029",1
3,Bubble,90,6,8,"3,55160450935364",1
3,Bubble,90,6,9,"3,83205580711365",1
3,Bubble,90,6,10,"5,26421332359314",1
3,Bubble,90,6,11,"3,39179039001465",1
3,Bubble,90,6,12,"2,22425246238708",1
3,Bubble,90,6,13,"7,50433397293091",1
3,Bubble,90,6,14,"8,34293055534363",1
3,Bubble,90,6,15,"4,12026762962341",1
3,Bubble,90,6,16,"1,83187389373779",1
3,Bubble,90,6,17,"3,11178612709045",1
3,Bubble,90,6,18,"2,0314769744873",1
3,Bubble,90,6,19,"3,14398074150085",1
3,Bubble,90,6,20,"2,33644986152649",1
3,Bubble,90,6,21,"1,71962285041809",1
3,Bubble,90,6,22,"3,2309901714325",1
3,Bubble,90,6,23,"6,26425099372864",1
3,Bubble,90,6,24,"6,64097738265991",1
3,Bubble,90,6,25,"4,74508166313171",1
3,Bubble,90,6,26,"4,06179451942444",1
3,Bubble,90,6,27,"2,32096314430237",1
3,Bubble,90,6,28,"4,79853749275208",1
3,Bubble,90,6,29,"5,62593579292297",1
3,Bubble,90,6,30,"3,1899688243866",1
3,Normal,90,6,1,"1,69503521919251",1
3,Normal,90,6,2,"8,00017738342285",1
3,Normal,90,6,3,"2,7931866645813",1
3,Normal,90,6,4,"1,79101300239563",0
3,Normal,90,6,4,"2,85511159896851",1
3,Normal,90,6,5,"3,81506371498108",1
3,Normal,90,6,6,"2,22581911087036",0
3,Normal,90,6,6,"2,72881078720093",1
3,Normal,90,6,7,"4,8321521282196",0
3,Normal,90,6,7,"5,43925094604492",1
3,Normal,90,6,8,"7,0730140209198",1
3,Normal,90,6,9,"3,08075356483459",1
3,Normal,90,6,10,"1,71962904930115",0
3,Normal,90,6,10,"2,51886224746704",1
3,Normal,90,6,11,"7,2172634601593",1
3,Normal,90,6,12,"2,30266690254211",0
3,Normal,90,6,12,"3,06142711639404",1
3,Normal,90,6,13,"5,32835960388184",0
3,Normal,90,6,13,"6,22639513015747",1
3,Normal,90,6,14,"3,1753933429718",1
3,Normal,90,6,15,"5,31168103218079",0
3,Normal,90,6,15,"5,80668950080872",1
3,Normal,90,6,16,"2,16805672645569",1
3,Normal,90,6,17,"3,01654028892517",1
3,Normal,90,6,18,"5,35324430465698",1
3,Normal,90,6,19,"1,75067973136902",1
3,Normal,90,6,20,"2,90355849266052",1
3,Normal,90,6,21,"4,23320889472961",0
3,Normal,90,6,21,"4,85762810707092",1
3,Normal,90,6,22,"2,84710621833801",1
3,Normal,90,6,23,"1,75099325180054",1
3,Normal,90,6,24,"4,47434020042419",1
3,Normal,90,6,25,"3,20553922653198",1
3,Normal,90,6,26,"2,59238052368164",1
3,Normal,90,6,27,"2,84062147140503",1
3,Normal,90,6,28,"3,44008636474609",1
3,Normal,90,6,29,"3,24037766456604",1
3,Normal,90,6,30,"3,12718105316162",1
3,Rope,90,6,1,"1,8084409236908",1
3,Rope,90,6,2,"4,14305806159973",1
3,Rope,90,6,3,"6,28787922859192",1
3,Rope,90,6,4,"2,56960487365723",1
3,Rope,90,6,5,"8,1131865978241",1
3,Rope,90,6,6,"2,08573484420776",1
3,Rope,90,6,7,"3,53552412986755",1
3,Rope,90,6,8,"4,09611368179321",1
3,Rope,90,6,9,"4,73817276954651",1
3,Rope,90,6,10,"2,47935247421265",1
3,Rope,90,6,11,"1,91874837875366",1
3,Rope,90,6,12,"4,50523591041565",1
3,Rope,90,6,13,"3,82432627677917",1
3,Rope,90,6,14,"4,10290503501892",1
3,Rope,90,6,15,"4,56054091453552",1
3,Rope,90,6,16,"4,01434397697449",1
3,Rope,90,6,17,"2,04927110671997",1
3,Rope,90,6,18,"2,3769896030426",1
3,Rope,90,6,19,"4,1201639175415",1
3,Rope,90,6,20,"2,27871942520142",1
3,Rope,90,6,21,"2,90305852890015",1
3,Rope,90,6,22,"1,84770822525024",1
3,Rope,90,6,23,"2,35425209999084",1
3,Rope,90,6,24,"4,44581294059753",1
3,Rope,90,6,25,"1,1136429309845",1
3,Rope,90,6,26,"3,7267370223999",1
3,Rope,90,6,27,"2,63298439979553",1
3,Rope,90,6,28,"2,84920811653137",1
3,Rope,90,6,29,"3,654545545578",1
3,Rope,90,6,30,"3,48918867111206",1
3,Bubble,30,18,1,"1,67060828208923",1
3,Bubble,30,18,2,"1,27217435836792",1
3,Bubble,30,18,3,"0,944962501525879",1
3,Bubble,30,18,4,"1,1586492061615",1
3,Bubble,30,18,5,"2,11178684234619",1
3,Bubble,30,18,6,"0,865438461303711",1
3,Bubble,30,18,7,"1,01697015762329",1
3,Bubble,30,18,8,"10,6899628639221",1
3,Bubble,30,18,9,"0,907963991165161",1
3,Bubble,30,18,10,"1,0326783657074",1
3,Bubble,30,18,11,"1,53661012649536",1
3,Bubble,30,18,12,"1,270592212677",1
3,Bubble,30,18,13,"1,42440915107727",1
3,Bubble,30,18,14,"1,98496246337891",1
3,Bubble,30,18,15,"1,14283156394959",1
3,Bubble,30,18,16,"1,71174669265747",1
3,Bubble,30,18,17,"1,05566167831421",1
3,Bubble,30,18,18,"1,1456184387207",1
3,Bubble,30,18,19,"1,92629170417786",1
3,Bubble,30,18,20,"1,09783816337585",1
3,Bubble,30,18,21,"1,27998757362366",1
3,Bubble,30,18,22,"1,58249163627625",1
3,Bubble,30,18,23,"1,16151833534241",1
3,Bubble,30,18,24,"1,66408181190491",1
3,Bubble,30,18,25,"3,16957783699036",1
3,Bubble,30,18,26,"2,26221632957458",1
3,Bubble,30,18,27,"2,06306028366089",1
3,Bubble,30,18,28,"1,06308269500732",1
3,Bubble,30,18,29,"1,83298277854919",1
3,Bubble,30,18,30,"1,24731040000916",1
3,Normal,30,18,1,"1,96192288398743",1
3,Normal,30,18,2,"8,11594009399414",1
3,Normal,30,18,3,"1,05879092216492",1
3,Normal,30,18,4,"1,25792407989502",1
3,Normal,30,18,5,"1,17542314529419",1
3,Normal,30,18,6,"0,943918943405151",1
3,Normal,30,18,7,"1,19959664344788",1
3,Normal,30,18,8,"1,20959401130676",1
3,Normal,30,18,9,"1,08584928512573",0
3,Normal,30,18,9,"1,71964049339294",1
3,Normal,30,18,10,"2,74444222450256",1
3,Normal,30,18,11,"1,02310037612915",1
3,Normal,30,18,12,"1,21686291694641",0
3,Normal,30,18,12,"1,63093733787537",1
3,Normal,30,18,13,"1,27411031723022",1
3,Normal,30,18,14,"3,54998564720154",1
3,Normal,30,18,15,"1,09613490104675",1
3,Normal,30,18,16,"1,1513831615448",1
3,Normal,30,18,17,"0,961690902709961",1
3,Normal,30,18,18,"1,23999929428101",1
3,Normal,30,18,19,"1,72678995132446",1
3,Normal,30,18,20,"1,72823286056519",1
3,Normal,30,18,21,"1,28949856758118",1
3,Normal,30,18,22,"1,00655245780945",1
3,Normal,30,18,23,"1,19298267364502",0
3,Normal,30,18,23,"2,18368577957153",1
3,Normal,30,18,24,"1,12002396583557",1
3,Normal,30,18,25,"2,30461311340332",1
3,Normal,30,18,26,"1,18336915969849",1
3,Normal,30,18,27,"1,14348125457764",1
3,Normal,30,18,28,"1,03366827964783",1
3,Normal,30,18,29,"0,951715707778931",1
3,Normal,30,18,30,"1,10364508628845",1
3,Rope,30,18,1,"0,990379333496094",1
3,Rope,30,18,2,"1,25504660606384",1
3,Rope,30,18,3,"1,40024161338806",1
3,Rope,30,18,4,"1,3047947883606",1
3,Rope,30,18,5,"1,01675891876221",1
3,Rope,30,18,6,"1,19761419296265",1
3,Rope,30,18,7,"0,695599794387817",1
3,Rope,30,18,8,"0,959675073623657",1
3,Rope,30,18,9,"1,12961792945862",1
3,Rope,30,18,10,"1,32777881622314",1
3,Rope,30,18,11,"1,00699138641357",1
3,Rope,30,18,12,"1,84954404830933",1
3,Rope,30,18,13,"1,70271396636963",1
3,Rope,30,18,14,"0,945486068725586",1
3,Rope,30,18,15,"1,03944563865662",1
3,Rope,30,18,16,"1,7678861618042",1
3,Rope,30,18,17,"1,17412304878235",1
3,Rope,30,18,18,"0,859037160873413",1
3,Rope,30,18,19,"1,5105242729187",1
3,Rope,30,18,20,"1,42293405532837",1
3,Rope,30,18,21,"1,11364221572876",1
3,Rope,30,18,22,"1,34376907348633",1
3,Rope,30,18,23,"2,03971242904663",1
3,Rope,30,18,24,"1,0398576259613",1
3,Rope,30,18,25,"0,951998472213745",1
3,Rope,30,18,26,"1,00689911842346",1
3,Rope,30,18,27,"1,90443634986877",1
3,Rope,30,18,28,"1,45573568344116",1
3,Rope,30,18,29,"1,00778388977051",1
3,Rope,30,18,30,"0,903822183609009",1
3,Bubble,30,6,1,"1,58254432678223",1
3,Bubble,30,6,2,"3,96078133583069",1
3,Bubble,30,6,3,"2,54403710365295",1
3,Bubble,30,6,4,"2,19930458068848",1
3,Bubble,30,6,5,"1,39128470420837",1
3,Bubble,30,6,6,"3,21105551719666",1
3,Bubble,30,6,7,"2,31918787956238",1
3,Bubble,30,6,8,"1,43097925186157",1
3,Bubble,30,6,9,"0,975701808929443",1
3,Bubble,30,6,10,"2,22573947906494",1
3,Bubble,30,6,11,"1,46341681480408",1
3,Bubble,30,6,12,"4,86209750175476",1
3,Bubble,30,6,13,"2,22493171691895",1
3,Bubble,30,6,14,"2,76789307594299",1
3,Bubble,30,6,15,"2,17577338218689",1
3,Bubble,30,6,16,"2,40010809898376",1
3,Bubble,30,6,17,"1,24960279464722",1
3,Bubble,30,6,18,"5,57565450668335",1
3,Bubble,30,6,19,"3,14260816574097",1
3,Bubble,30,6,20,"1,16877198219299",0
3,Bubble,30,6,20,"2,46505975723267",1
3,Bubble,30,6,21,"3,42405128479004",1
3,Bubble,30,6,22,"1,41580080986023",1
3,Bubble,30,6,23,"4,55949068069458",1
3,Bubble,30,6,24,"1,42413377761841",1
3,Bubble,30,6,25,"1,47968673706055",1
3,Bubble,30,6,26,"3,11149883270264",1
3,Bubble,30,6,27,"1,43337464332581",1
3,Bubble,30,6,28,"1,32661747932434",1
3,Bubble,30,6,29,"1,31208205223084",1
3,Bubble,30,6,30,"1,25685858726501",1
3,Normal,30,6,1,"3,35098528862",1
3,Normal,30,6,2,"1,22439360618591",0
3,Normal,30,6,2,"2,69675159454346",1
3,Normal,30,6,3,"1,60050392150879",1
3,Normal,30,6,4,"0,430848121643066",0
3,Normal,30,6,4,"3,11300826072693",1
3,Normal,30,6,5,"2,77555537223816",1
3,Normal,30,6,6,"2,63108563423157",1
3,Normal,30,6,7,"1,4165506362915",1
3,Normal,30,6,8,"1,41555738449097",1
3,Normal,30,6,9,"3,0075855255127",1
3,Normal,30,6,10,"4,6729416847229",0
3,Normal,30,6,10,"5,50466275215149",1
3,Normal,30,6,11,"3,1902916431427",1
3,Normal,30,6,12,"2,74475383758545",1
3,Normal,30,6,13,"1,54411053657532",1
3,Normal,30,6,14,"2,74434185028076",1
3,Normal,30,6,15,"2,96542477607727",1
3,Normal,30,6,16,"1,88914036750793",1
3,Normal,30,6,17,"1,90250039100647",1
3,Normal,30,6,18,"3,19367289543152",1
3,Normal,30,6,19,"1,83100271224976",1
3,Normal,30,6,20,"1,59988069534302",1
3,Normal,30,6,21,"2,15156030654907",1
3,Normal,30,6,22,"4,26432538032532",0
3,Normal,30,6,22,"5,68843507766724",1
3,Normal,30,6,23,"3,25635671615601",1
3,Normal,30,6,24,"2,48112177848816",1
3,Normal,30,6,25,"2,10232877731323",1
3,Normal,30,6,26,"1,52909278869629",1
3,Normal,30,6,27,"2,80718564987183",1
3,Normal,30,6,28,"1,79135847091675",1
3,Normal,30,6,29,"2,00895380973816",1
3,Normal,30,6,30,"2,20839595794678",1
3,Rope,30,6,1,"3,43042182922363",1
3,Rope,30,6,2,"3,08856129646301",1
3,Rope,30,6,3,"3,90261483192444",1
3,Rope,30,6,4,"1,4808337688446",1
3,Rope,30,6,5,"2,01495361328125",1
3,Rope,30,6,6,"2,01606631278992",1
3,Rope,30,6,7,"1,72902250289917",1
3,Rope,30,6,8,"3,46356916427612",1
3,Rope,30,6,9,"1,20098900794983",1
3,Rope,30,6,10,"1,47191190719605",1
3,Rope,30,6,11,"3,50302982330322",1
3,Rope,30,6,12,"3,76771640777588",1
3,Rope,30,6,13,"5,12060737609863",1
3,Rope,30,6,14,"2,99234223365784",1
3,Rope,30,6,15,"4,08757257461548",1
3,Rope,30,6,16,"6,11093974113464",1
3,Rope,30,6,17,"2,69849157333374",1
3,Rope,30,6,18,"2,82156348228455",1
3,Rope,30,6,19,"3,36948585510254",1
3,Rope,30,6,20,"10,282134771347",1
3,Rope,30,6,21,"4,02953696250916",1
3,Rope,30,6,22,"1,54296565055847",1
3,Rope,30,6,23,"1,71204614639282",1
3,Rope,30,6,24,"2,97635769844055",1
3,Rope,30,6,25,"3,28124213218689",1
3,Rope,30,6,26,"5,52082133293152",1
3,Rope,30,6,27,"1,50194025039673",1
3,Rope,30,6,28,"1,16915822029114",1
3,Rope,30,6,29,"2,36793756484985",1
3,Rope,30,6,30,"2,17622756958008",1
